# NCBI taxid / entrez / STRING 
4081	101259339	4081.Solyc05g056330.2.1
4081	543548	4081.Solyc01g067750.2.1
4081	101255184	4081.Solyc03g119360.2.1
4081	101253184	4081.Solyc05g008090.2.1
4081	101260649	4081.Solyc06g043170.2.1
4081	104644567	4081.Solyc11g018710.1.1
4081	101247332	4081.Solyc06g073500.2.1
4081	101263905	4081.Solyc05g008530.2.1
4081	101247762	4081.Solyc10g055470.1.1
4081	101247371	4081.Solyc10g006760.2.1
4081	101243684	4081.Solyc03g096770.1.1
4081	101245484	4081.Solyc09g020140.2.1
4081	101258481	4081.Solyc01g007960.2.1
4081	101259504	4081.Solyc02g077780.2.1
4081	544278	4081.Solyc02g078260.2.1
4081	100191112	4081.Solyc01g093980.2.1
4081	101257955	4081.Solyc04g072060.2.1
4081	101268182	4081.Solyc05g007670.2.1
4081	101250528	4081.Solyc08g007910.2.1
4081	101265954	4081.Solyc09g008080.2.1
4081	101247550	4081.Solyc01g009400.2.1
4081	101248736	4081.Solyc11g007370.1.1
4081	101263222	4081.Solyc06g062430.2.1
4081	101249875	4081.Solyc10g078760.1.1
4081	101260900	4081.Solyc12g005190.1.1
4081	101255519	4081.Solyc08g078650.2.1
4081	101245293	4081.Solyc01g100360.2.1
4081	101251578	4081.Solyc04g078790.2.1
4081	101055548	4081.Solyc03g120390.2.1
4081	101254992	4081.Solyc04g074160.1.1
4081	544105	4081.Solyc01g090460.2.1
4081	101256726	4081.Solyc10g045100.1.1
4081	101257511	4081.Solyc01g107810.2.1
4081	101244919	4081.Solyc02g092040.1.1
4081	101250738	4081.Solyc01g094940.2.1
4081	101259307	4081.Solyc11g009060.1.1
4081	101259496	4081.Solyc10g084650.1.1
4081	101255548	4081.Solyc02g089070.2.1
4081	101262108	4081.Solyc04g080580.2.1
4081	101248511	4081.Solyc01g006450.2.1
4081	543605	4081.Solyc12g014100.1.1
4081	101268735	4081.Solyc11g008350.1.1
4081	101256911	4081.Solyc09g005110.2.1
4081	100147728	4081.Solyc05g054410.2.1
4081	101252892	4081.Solyc06g068820.2.1
4081	101259555	4081.Solyc07g055720.2.1
4081	544002	4081.Solyc07g043420.2.1
4081	101264374	4081.Solyc01g101190.2.1
4081	101246185	4081.Solyc10g008000.1.1
4081	101264884	4081.Solyc11g012690.1.1
4081	101264972	4081.Solyc09g065590.2.1
4081	101252895	4081.Solyc06g083250.2.1
4081	544259	4081.Solyc06g048410.2.1
4081	109119053	4081.Solyc12g049160.1.1
4081	101249652	4081.Solyc06g063230.2.1
4081	101259984	4081.Solyc10g005620.2.1
4081	101267039	4081.Solyc07g064450.2.1
4081	100147721	4081.Solyc07g049460.2.1
4081	101267475	4081.Solyc11g017470.1.1
4081	101055597	4081.Solyc04g081170.2.1
4081	101268063	4081.Solyc11g069860.1.1
4081	101261564	4081.Solyc02g087610.1.1
4081	104645835	4081.Solyc02g077730.2.1
4081	101246350	4081.Solyc06g034340.1.1
4081	101251389	4081.Solyc06g065370.2.1
4081	101254453	4081.Solyc11g070110.1.1
4081	101264594	4081.Solyc12g009890.1.1
4081	101247276	4081.Solyc10g086250.1.1
4081	101248014	4081.Solyc06g009620.1.1
4081	101257254	4081.Solyc03g115000.2.1
4081	101251401	4081.Solyc07g062010.1.1
4081	778225	4081.Solyc06g071030.2.1
4081	101255071	4081.Solyc12g036200.1.1
4081	101245157	4081.Solyc04g078460.2.1
4081	101265597	4081.Solyc02g038750.2.1
4081	101256530	4081.Solyc10g017830.1.1
4081	101265987	4081.Solyc02g083560.2.1
4081	544281	4081.Solyc08g043170.2.1
4081	101256444	4081.Solyc02g080410.2.1
4081	104645197	4081.Solyc12g088330.1.1
4081	101253378	4081.Solyc04g076260.1.1
4081	101263287	4081.Solyc03g025160.2.1
4081	101245805	4081.Solyc01g107340.2.1
4081	101259707	4081.Solyc02g084910.2.1
4081	101262383	4081.Solyc02g064930.1.1
4081	101244761	4081.Solyc03g110960.2.1
4081	101261883	4081.Solyc11g069550.1.1
4081	101260483	4081.Solyc01g109220.2.1
4081	101248953	4081.Solyc03g083720.1.1
4081	101248450	4081.Solyc11g066910.1.1
4081	101266798	4081.Solyc12g011340.1.1
4081	101251103	4081.Solyc07g005960.2.1
4081	101257896	4081.Solyc01g087820.2.1
4081	101251512	4081.Solyc09g082470.2.1
4081	543711	4081.Solyc06g050520.1.1
4081	101259406	4081.Solyc03g007690.1.1
4081	101260290	4081.Solyc02g088830.2.1
4081	101257131	4081.Solyc02g082700.2.1
4081	104645804	4081.Solyc02g080290.2.1
4081	101264555	4081.Solyc09g083100.1.1
4081	101252838	4081.Solyc02g079170.2.1
4081	101259165	4081.Solyc07g006300.2.1
4081	101267041	4081.Solyc08g061590.2.1
4081	101260337	4081.Solyc04g050750.1.1
4081	101261410	4081.Solyc05g011990.2.1
4081	101251611	4081.Solyc09g010520.2.1
4081	109119498	4081.Solyc02g090780.1.1
4081	101255258	4081.Solyc11g008870.1.1
4081	101257604	4081.Solyc01g100920.2.1
4081	101248582	4081.Solyc06g009710.2.1
4081	101253307	4081.Solyc01g010590.2.1
4081	101261661	4081.Solyc01g098830.2.1
4081	101264867	4081.Solyc01g110130.2.1
4081	101264275	4081.Solyc02g089800.2.1
4081	101248133	4081.Solyc01g073710.2.1
4081	101261898	4081.Solyc12g088730.1.1
4081	543935	4081.Solyc01g087250.2.1
4081	101266574	4081.Solyc02g023980.2.1
4081	101260002	4081.Solyc11g007900.1.1
4081	101254909	4081.Solyc06g083150.2.1
4081	101265496	4081.Solyc02g088600.2.1
4081	101248783	4081.Solyc06g073400.2.1
4081	101248375	4081.Solyc03g117990.1.1
4081	101251707	4081.Solyc08g076000.2.1
4081	101263411	4081.Solyc05g006050.2.1
4081	101256677	4081.Solyc06g009040.2.1
4081	101246393	4081.Solyc10g085230.1.1
4081	100736467	4081.Solyc10g047140.1.1
4081	101253951	4081.Solyc10g078840.1.1
4081	101266437	4081.Solyc08g061560.2.1
4081	100736543	4081.Solyc02g065520.1.1
4081	101259629	4081.Solyc04g079200.2.1
4081	101263478	4081.Solyc10g081480.1.1
4081	101259671	4081.Solyc09g082830.2.1
4081	101247232	4081.Solyc06g083470.2.1
4081	104649551	4081.Solyc10g018320.1.1
4081	101256305	4081.Solyc07g055930.2.1
4081	101259226	4081.Solyc12g099590.1.1
4081	101247784	4081.Solyc02g064640.2.1
4081	101247786	4081.Solyc02g062870.2.1
4081	101245370	4081.Solyc06g059720.2.1
4081	101260575	4081.Solyc01g096240.2.1
4081	101268836	4081.Solyc02g062610.2.1
4081	101264070	4081.Solyc01g098920.2.1
4081	101255784	4081.Solyc04g009570.2.1
4081	101265617	4081.Solyc12g011280.1.1
4081	101248743	4081.Solyc11g066920.1.1
4081	101245903	4081.Solyc11g007120.1.1
4081	101263559	4081.Solyc02g094320.2.1
4081	101256059	4081.Solyc11g067210.1.1
4081	101249891	4081.Solyc12g010440.1.1
4081	101248192	4081.Solyc04g078620.2.1
4081	101260935	4081.Solyc05g007540.1.1
4081	101248117	4081.Solyc06g083430.1.1
4081	101266080	4081.Solyc10g075070.1.1
4081	101261542	4081.Solyc08g068280.1.1
4081	543784	4081.Solyc09g091780.2.1
4081	101253191	4081.Solyc05g052830.2.1
4081	101253303	4081.Solyc08g006490.1.1
4081	101243633	4081.Solyc09g014210.1.1
4081	101259631	4081.Solyc05g008350.2.1
4081	101255410	4081.Solyc06g069760.2.1
4081	101260660	4081.Solyc08g007190.2.1
4081	101262925	4081.Solyc06g073900.2.1
4081	101246463	4081.Solyc09g018960.2.1
4081	101264291	4081.Solyc03g005660.2.1
4081	101252274	4081.Solyc04g015280.2.1
4081	101262703	4081.Solyc12g088750.1.1
4081	101253385	4081.Solyc06g053790.2.1
4081	101264394	4081.Solyc02g067460.2.1
4081	101267722	4081.Solyc07g064840.1.1
4081	101255943	4081.Solyc02g090200.2.1
4081	544201	4081.Solyc09g011920.2.1
4081	101255929	4081.Solyc10g008730.2.1
4081	101266059	4081.Solyc08g077050.2.1
4081	101265697	4081.Solyc02g084970.2.1
4081	101262457	4081.Solyc09g091820.2.1
4081	101244039	4081.Solyc10g005610.1.1
4081	101244913	4081.Solyc10g050730.1.1
4081	101257299	4081.Solyc01g080100.2.1
4081	101251219	4081.Solyc09g064860.2.1
4081	101244981	4081.Solyc08g074480.1.1
4081	101243904	4081.Solyc07g052900.1.1
4081	101261484	4081.Solyc11g066350.1.1
4081	101254109	4081.Solyc07g043500.1.1
4081	101253712	4081.Solyc01g008740.1.1
4081	101268857	4081.Solyc03g111040.1.1
4081	101254400	4081.Solyc07g006800.1.1
4081	101256210	4081.Solyc01g010410.2.1
4081	101249223	4081.Solyc02g093840.2.1
4081	101244625	4081.Solyc10g047270.1.1
4081	101260112	4081.Solyc03g070390.2.1
4081	543949	4081.Solyc03g120340.2.1
4081	101245649	4081.Solyc05g018590.2.1
4081	101257598	4081.Solyc09g074600.1.1
4081	101262032	4081.Solyc08g023640.1.1
4081	543937	4081.Solyc02g030170.2.1
4081	101247934	4081.Solyc07g053830.2.1
4081	101247026	4081.Solyc05g044630.2.1
4081	101256741	4081.Solyc11g045130.1.1
4081	101254043	4081.Solyc01g091110.2.1
4081	101250883	4081.Solyc04g008690.2.1
4081	104646582	4081.Solyc03g115970.1.1
4081	101263669	4081.Solyc02g088840.2.1
4081	101262760	4081.Solyc02g021600.1.1
4081	101262354	4081.Solyc01g096300.2.1
4081	101264055	4081.Solyc09g009110.2.1
4081	101266654	4081.Solyc07g053530.1.1
4081	101249155	4081.Solyc03g081320.2.1
4081	101266108	4081.Solyc12g095990.1.1
4081	101245696	4081.Solyc01g087150.2.1
4081	101262348	4081.Solyc09g065470.2.1
4081	101246422	4081.Solyc04g081920.2.1
4081	101251240	4081.Solyc02g091690.2.1
4081	101268681	4081.Solyc04g082780.2.1
4081	101256015	4081.Solyc07g052240.2.1
4081	101261246	4081.Solyc07g008290.2.1
4081	101247085	4081.Solyc02g084660.2.1
4081	101259751	4081.Solyc05g052490.2.1
4081	101263652	4081.Solyc10g083630.1.1
4081	101245743	4081.Solyc03g123620.2.1
4081	101257532	4081.Solyc02g080330.2.1
4081	101255883	4081.Solyc05g006980.2.1
4081	543798	4081.Solyc04g049070.2.1
4081	101265614	4081.Solyc12g005370.1.1
4081	101251397	4081.Solyc07g052460.2.1
4081	101254968	4081.Solyc11g051060.1.1
4081	101244450	4081.Solyc02g064770.2.1
4081	101259262	4081.Solyc07g005190.2.1
4081	101256294	4081.Solyc06g076940.2.1
4081	101262765	4081.Solyc11g005380.1.1
4081	101265985	4081.Solyc02g084950.2.1
4081	101265072	4081.Solyc10g009390.2.1
4081	104648105	4081.Solyc06g068350.1.1
4081	101259272	4081.Solyc08g060940.1.1
4081	101255853	4081.Solyc02g072270.2.1
4081	101252945|101253279	4081.Solyc02g084360.2.1
