316407	P04152|UMUC_ECOLI	316407.1651581	100.0	882.0
316407	P0AG11|UMUD_ECOLI	316407.1651580	100.0	280.0
316407	P0AFA7|NHAB_ECOLI	316407.1651583	100.0	1030.0
316407	P67143|YHGN_ECOLI	316407.85676608	100.0	380.0
316407	P0A9Q9|DHAS_ECOLI	316407.85676609	100.0	754.0
316407	P77239|CUSB_ECOLI	316407.4062198	100.0	825.0
316407	P77214|CUSF_ECOLI	316407.4062197	100.0	226.0
316407	P77211|CUSC_ECOLI	316407.4062196	100.0	926.0
316407	P46856|YRHA_ECOLI	316407.85676600	100.0	276.0
316407	P46855|YHHZ_ECOLI	316407.85676601	100.0	805.0
316407	P46859|GNTK_ECOLI	316407.85676606	100.0	364.0
316407	P0AC96|GNTU_ECOLI	316407.85676607	100.0	875.0
316407	P46852|YHHW_ECOLI	316407.85676604	100.0	482.0
316407	P0ACP5|GNTR_ECOLI	316407.85676605	100.0	679.0
316407	P25728|YGBA_ECOLI	316407.85675553	100.0	240.0
316407	P19323|FHLA_ECOLI	316407.85675552	100.0	1426.0
316407	P24193|HYPE_ECOLI	316407.85675551	100.0	645.0
316407	P24192|HYPD_ECOLI	316407.85675550	100.0	776.0
316407	Q46888|LTND_ECOLI	316407.85675557	100.0	604.0
316407	P52598|YGBI_ECOLI	316407.85675556	99.608	520.0
316407	P55799|PRP2_ECOLI	316407.85675555	100.0	451.0
316407	P23909|MUTS_ECOLI	316407.85675554	100.0	1750.0
316407	P0AAY4|YBJH_ECOLI	316407.4062427	100.0	187.0
316407	P0AEY8|MDFA_ECOLI	316407.4062426	100.0	814.0
316407	Q46890|OTNC_ECOLI	316407.85675559	100.0	439.0
316407	Q46889|OTNK_ECOLI	316407.85675558	100.0	795.0
316407	P0ACA7|GSTB_ECOLI	316407.4062423	100.0	427.0
316407	P75804|YLII_ECOLI	316407.4062422	100.0	759.0
316407	P21418|YDFC_ECOLI	316407.1742575	100.0	145.0
316407	P0A6K6|DEOB_ECOLI	316407.85677122	100.0	842.0
316407	P0ACF8|HNS_ECOLI	316407.1651637	100.0	276.0
316407	P0AE95|CSGE_ECOLI	316407.4062603	100.0	266.0
316407	P0AE98|CSGF_ECOLI	316407.4062602	100.0	280.0
316407	P0AEA2|CSGG_ECOLI	316407.4062601	100.0	570.0
316407	P0A9Q7|ADHE_ECOLI	316407.1651639	100.0	1834.0
316407	P23331|KITH_ECOLI	316407.1651638	100.0	426.0
316407	P31142|THTM_ECOLI	316407.85675438	100.0	569.0
316407	P0AFZ1|SSEB_ECOLI	316407.85675439	100.0	521.0
316407	P76573|YFGI_ECOLI	316407.85675430	100.0	353.0
316407	P0ADG7|IMDH_ECOLI	316407.85675431	100.0	985.0
316407	P76575|YFGJ_ECOLI	316407.85675432	100.0	147.0
316407	P0A6P5|DER_ECOLI	316407.85675433	100.0	1000.0
316407	P76576|YFGM_ECOLI	316407.85675434	100.0	411.0
316407	P62620|ISPG_ECOLI	316407.85675435	100.0	753.0
316407	P76577|PBPC_ECOLI	316407.85675436	100.0	1550.0
316407	P76578|YFHM_ECOLI	316407.85675437	100.0	3363.0
316407	P08660|AK3_ECOLI	316407.85676776	100.0	903.0
316407	P0A6T1|G6PI_ECOLI	316407.85676777	100.0	1144.0
316407	P32684|RLUF_ECOLI	316407.85676774	100.0	587.0
316407	P32685|YJBD_ECOLI	316407.85676775	100.0	183.0
316407	P0AF43|YJBB_ECOLI	316407.85676772	100.0	1090.0
316407	P0A7C6|PEPE_ECOLI	316407.85676773	100.0	465.0
316407	P16528|ICLR_ECOLI	316407.85676770	100.0	563.0
316407	P13009|METH_ECOLI	316407.85676771	100.0	2538.0
316407	P29744|FLGL_ECOLI	316407.1651529	100.0	644.0
316407	P0AF45|YJBE_ECOLI	316407.85676778	100.0	142.0
316407	P32687|YJBF_ECOLI	316407.85676779	100.0	437.0
316407	P43672|UUP_ECOLI	316407.4062519	100.0	1300.0
316407	P75859|YCBU_ECOLI	316407.4062510	100.0	365.0
316407	P75864|RLMKL_ECOLI	316407.4062515	100.0	1457.0
316407	P75988|YCGX_ECOLI	316407.85674855	100.0	281.0
316407	P75987|IRAM_ECOLI	316407.85674854	100.0	216.0
316407	P75992|YMGA_ECOLI	316407.85674857	100.0	183.0
316407	P75991|YCGZ_ECOLI	316407.85674856	100.0	160.0
316407	P75981|JAYE_ECOLI	316407.85674851	99.545	444.0
316407	P75977|YMFM_ECOLI	316407.85674850	100.0	235.0
316407	P09153|TFAE_ECOLI	316407.85674853	100.0	410.0
316407	P09154|YMFS_ECOLI	316407.85674852	100.0	286.0
316407	P52141|YFJZ_ECOLI	316407.1800035	100.0	224.0
316407	P52140|YFJY_ECOLI	316407.1800034	100.0	328.0
316407	P75995|YCGG_ECOLI	316407.85674859	100.0	1038.0
